Lubitz Field CLB2	907289 Township Rd 12, Bright, ON N0J 1B0, Canada	Unknown	43.3016473	-80.5490572	airport
Rotor City	13611 McLaughlin Rd, Cheltenham, ON L7C 2B2, Canada	Unknown	43.7562489	-79.8780831	airport
Brampton Caledon Airport	Brampton, Flight Centre and Flying Club, 13691 McLaughlin Rd, Cheltenham, ON L7C 2B2, Canada	0700-0000	43.7592764	-79.8733658	airport
Airport Limo and Taxi	129 Sky Harbour Dr, Brampton, ON L6Y 2Z5, Canada	Unknown	43.6350337	-79.7841409	airport
Brampton Airport - 15 - 33 Runway	Cheltenham, ON L7C 2B2, Canada	Unknown	43.7595009	-79.8729524	airport
Bingemans	425 Bingemans Centre Dr, Kitchener, ON N2B 3X7, Canada	1000-2245	43.4746719	-80.4517202	amusement_park
Funworx	425 Bingemans Centre Dr, Kitchener, ON N2B 3X7, Canada	1000-2000	43.47250649999999	-80.4500712	amusement_park
Wilmot Splash Pad	1291 Nafziger Rd, Baden, ON N3A 0C4, Canada	1130-1830	43.3889521	-80.6811888	amusement_park
Arthur Splash Pad	488 Eliza St, Arthur, ON N0G 1A0, Canada	Unknown	43.83678130000001	-80.53331349999999	amusement_park
Bingemans Big Splash	425 Bingemans Centre Dr, Kitchener, ON N2B 3X7, Canada	Unknown	43.4724462	-80.4500466	amusement_park
Splash Circle at The Boardwalk	235 The Boardwalk, Kitchener, ON N2N 0B1, Canada	1000-2000	43.4361389	-80.561798	amusement_park
Jas falls.	18 Adamson St N, Norval, ON L0P 1K0, Canada	Unknown	43.6486022	-79.85932679999999	amusement_park
Fish-harbour	1212 Countrystone Dr, Kitchener, ON N2N 3R4, Canada	Unknown	43.4365692	-80.55408059999999	aquarium
KirkwoodWagner Gallery	11 Thorne St, Cambridge, ON N1R 5S9, Canada	Unknown	43.3608157	-80.3145428	art_gallery
Rosemary Grant Fine Art	52 Westbury Crescent, Cambridge, ON N3C 3G3, Canada	1300-1600	43.4238414	-80.3072365	art_gallery
Renann Isaacs Contemporary Art	5 Gordon St unit 107, Guelph, ON N1H 4G8, Canada	1100-1700	43.5418967	-80.2486237	art_gallery
Gallery Double T Fine Arts & Custom Framing	76 Regina St N, Waterloo, ON N2J 3A5, Canada	1100-1730	43.46966510000001	-80.52217499999999	art_gallery
Krajewski Gallery and Picture Framing	63 Main St, Cambridge, ON N1R 1V6, Canada	1200-1600	43.3587948	-80.3138955	art_gallery
Ancient Ways	30 Church St W, Elora, ON N0B 1S0, Canada	Unknown	43.682064	-80.43065	art_gallery
Pottery Lady	93 Margaret Ave, Kitchener, ON N2H 4H5, Canada	Unknown	43.4578675	-80.4903016	art_gallery
Art Gallery of Guelph	358 Gordon St, Guelph, ON N1G 1Y1, Canada	1200-1700	43.5329426	-80.2329196	art_gallery
Wellington Artist's Gallery & Arts Centre	6142 Wellington Rd 29, RR#4, Fergus, ON N1H 3K8, Guelph/Eramosa, ON N1H, Canada	1100-1700	43.5146997	-80.26744149999999	art_gallery
vickie martin originals	34 Woodborough Rd, Guelph, ON N1G 3K5, Canada	0900-1800	43.5094102	-80.2286666	art_gallery
McDonald Art	132 Arrowhead Crescent, Kitchener, ON N2P 1B9, Canada	Unknown	43.39378689999999	-80.4273276	art_gallery
West River Gallery	100 Sheldon Dr, Cambridge, ON N1R 7S7, Canada	1000-1700	43.4034857	-80.3185659	art_gallery
Sunrise Art Gallery	355 Hespeler Rd, Cambridge, ON N1R 6B3, Canada	Unknown	43.39375130000001	-80.32104199999999	art_gallery
Idea Exchange | Preston	435 King St E, Cambridge, ON N3H 3N1, Canada	1015-1745	43.3977148	-80.3616009	art_gallery
Vrai Art Studio	Mill Street, West, Elora, ON N0B 1S0, Canada	Unknown	43.6810601	-80.42992749999999	art_gallery
Kitchener-Waterloo Art Gallery	101 Queen St N, Kitchener, ON N2H 6P7, Canada	0930-1700	43.45467499999999	-80.4844222	art_gallery
Prom Weekend	33 Dickson St, Cambridge, ON N1R 3J3, Canada	Unknown	43.3598755	-80.3135298	art_gallery
James Nye Artist	20 Ontario St N, Kitchener, ON N2H 4Y4, Canada	Unknown	43.4506979	-80.4903296	art_gallery
WONDERLAND STUDIOS	70 Victoria St N, Kitchener, ON N2H 5C2, Canada	1100-1830	43.454733	-80.49560699999999	art_gallery
Sculpture By Timothy P Schmalz	23 Young St, St. Jacobs, ON N0B 2N0, Canada	Unknown	43.5383333	-80.5522222	art_gallery
Button Factory Arts	25 Regina St S, Waterloo, ON N2J 1R8, Canada	1000-1700	43.464367	-80.5212489	art_gallery
TdStudios Art Gallery	44 Allen St W unit2, Waterloo, ON N2L 6H1, Canada	1000-1800	43.4585479	-80.521423	art_gallery
Koehler Art Studio Gallery	271 West River Rd., R.R. 4, Cambridge, ON N1R 5S5, Canada	Unknown	43.3360429	-80.3211583	art_gallery
Wooden Pottery Studio & Gallery	8307 Guelph Line, Campbellville, ON L0P 1B0, Canada	1100-1800	43.47351829999999	-79.9628024	art_gallery
University of Waterloo Art Gallery	263 Phillip St, Waterloo, ON N2L 3G1, Canada	1200-1700	43.4735081	-80.5390441	art_gallery
Monika Schaefer Pottery & Fibre Art	2 Palomino Dr, Carlisle, ON L0R 1H3, Canada	Unknown	43.40402599999999	-79.968098	art_gallery
Pictures & Presents	134 Main St S, Georgetown, ON L7G 3E6, Canada	1000-1700	43.64796570000001	-79.92416949999999	art_gallery
Sandra Bray Fine Art Studio	22 Hampton St, Elmira, ON N3B 1L7, Canada	Unknown	43.5984419	-80.5602273	art_gallery
Canvas Art Gallery Ltd	55 Ontario St S, Milton, ON L9T 2M3, Canada	Unknown	43.51788570000001	-79.87583029999999	art_gallery
Clay Concepts Studio And Gallery	13 Mountain St, Georgetown, ON L7G 2X3, Canada	Unknown	43.67099149999999	-79.9299857	art_gallery
Pavlo Pottery	776 Old Hwy 8, Rockton, ON L0R 1X0, Canada	1030-1700	43.3003862	-80.1248988	art_gallery
Studio18 Symmes	8 Main St, 4-18, William St, Erin, ON N0B 1T0, Canada	Unknown	43.7662667	-80.059378	art_gallery
Culture Rising Milton	1248 Main St E, Milton, ON L9T 8M7, Canada	1100-1800	43.5336597	-79.8605925	art_gallery
Alton Mill Arts Centre	1402 Queen St W, Alton, ON L7K 0C4, Canada	1000-1700	43.8585425	-80.07144650000001	art_gallery
The Gallery Upstairs	3 Mill St, Milton, ON L9T 1R7, Canada	1000-1700	43.5095313	-79.88910589999999	art_gallery
Lorraine Roy Art Textiles	103 Hillcrest Ave, Dundas, ON L9H 4X4, Canada	0900-1700	43.271453	-79.984135	art_gallery
Canadian Clay and Glass Gallery	25 Caroline St N, Waterloo, ON N2L 2Y5, Canada	1100-1800	43.4649381	-80.5262637	art_gallery
Idea Exchange | Queen's Square	1 N Square, Cambridge, ON N1S 2K6, Canada	1015-1745	43.35946209999999	-80.318259	art_gallery
Paula White Diamond Art Gallery + Design Studio	187 King St S Unit 103, Waterloo, ON N2J 1R1, Canada	1000-1700	43.4599395	-80.5191001	art_gallery
Unity Canada	2631 Kingsway Dr, Kitchener, ON N2C 1A7, Canada	0000-0000	43.4320116	-80.4452991	art_gallery
Homer Watson House & Gallery	1754 Old Mill Rd, Kitchener, ON N2P 1H7, Canada	1000-1600	43.3948881	-80.4186773	art_gallery
Elm Tree Centre	2113 25 Side Rd, Moffat, ON L0P 1J0, Canada	1000-1700	43.5462954	-80.10847079999999	art_gallery
Elora Centre For The Arts	75 Melville St, Elora, ON N0B 1S0, Canada	1100-1600	43.6833333	-80.4266667	art_gallery
Different Strokes	95 King St N, Waterloo, ON N2J 2X3, Canada	1100-1900	43.468318	-80.523409	art_gallery
Portrait Artist Robert Howson	123 Woolwich St, Guelph, ON N1H 3V1, Canada	Unknown	43.5479588	-80.24933879999999	art_gallery
A Corner Peace Gallery	54 Yarmouth St, Guelph, ON N1H 4G3, Canada	Unknown	43.54708350000001	-80.2527427	art_gallery
Ed Video Media Arts Ctr	16 Wyndham St N, Guelph, ON N1H 4E5, Canada	Unknown	43.5448805	-80.2486016	art_gallery
Kloepfer Custom Framing & Gallery	18 Paisley St, Guelph, ON N1H 2N6, Canada	0900-1730	43.5449861	-80.2534084	art_gallery
Boarding House Arts & Capacity 3 Gallery	6 Dublin St S, Guelph, ON N1H 4L5, Canada	Unknown	43.5411729	-80.2505073	art_gallery
Barber Gallery	167 Suffolk St W, Guelph, ON N1H 2J7, Canada	0800-1700	43.5445014	-80.2609451	art_gallery
luxBorealis - photographs by Terry A. McDonald	79 Vanier Dr, Guelph, ON N1G 2K9, Canada	1000-1600	43.5247594	-80.2490232	art_gallery
Garden House Gallery	1953 Victoria Rd S, Guelph, ON N1L 1E8, Canada	Unknown	43.5046454	-80.1610082	art_gallery
Dances with Ghosts Gallery	Corner of Ash and, Wilson St, Eden Mills, ON N0B 1P0, Canada	Unknown	43.5785142	-80.1422154	art_gallery
Mark Griffiths Black & White	118 Main St S, Rockwood, ON N0B 2K0, Canada	Unknown	43.61854809999999	-80.14357799999999	art_gallery
ART OF JOHN A ROOT	143 Riverwalk Pl, Guelph/Eramosa, ON N0B 2K0, Canada	Unknown	43.6176945	-80.1399462	art_gallery
Hespeler Graffiti Alley	11 Queen St E, Cambridge, ON N3C 2A7, Canada	Unknown	43.4315277	-80.3104525	art_gallery
Vivid Dreams	1600 River Rd E, Kitchener, ON N2A 4K8, Canada	1200-2100	43.4296952	-80.4215059	art_gallery
Art 120	150 Albert St W, Fergus, ON N1M 1X2, Canada	Unknown	43.7023413	-80.37429740000002	art_gallery
FRAMING SQUARE	345 St Patrick St E, Fergus, ON N1M 1M7, Canada	Unknown	43.7095013	-80.3751831	art_gallery
Jessica West Photography	54 Victoria St, Elora, ON N0B 1S0, Canada	Unknown	43.6795448	-80.4298441	art_gallery
CIBC Branch with ATM	245 Strasburg Rd C, Kitchener, ON N2E 3W7, Canada	1000-1600	43.4265038	-80.48786659999999	atm
CIBC Branch with ATM	120 The Boardwalk, Kitchener, ON N2N 0B1, Canada	1000-1600	43.4347672	-80.5583687	atm
RBC Royal Bank	987 Gordon St, Guelph, ON N1G 4W3, Canada	1000-1600	43.521431	-80.21246599999999	atm
CIBC Branch with ATM	9 Hamilton St N, Waterdown, ON L0R 2H0, Canada	1000-1600	43.3314984	-79.8968727	atm
TD Canada Trust Branch and ATM	68 University Ave, Waterloo, ON N2J 2V8, Canada	1000-1800	43.4782106	-80.52041349999999	atm
RBC Royal Bank	74 Wyndham St N, Guelph, ON N1H 4E6, Canada	1000-1600	43.5455601	-80.2497759	atm
RBC Royal Bank	715 Fischer-Hallman Rd, Kitchener, ON N2E 4E9, Canada	1000-1600	43.4148573	-80.5099724	atm
TD Canada Trust Branch and ATM	810 Main St E, Milton, ON L9T 0J4, Canada	1000-1800	43.526166	-79.86855790000001	atm
RBC Royal Bank	32 Duke St W, Kitchener, ON N2H 3W4, Canada	1000-1600	43.4515169	-80.4893183	atm
TD Canada Trust Branch and ATM	9 Clair Rd W, Guelph, ON N1L 0A6, Canada	1000-1800	43.5003108	-80.1895711	atm
CIBC Branch with ATM	1 King St E, Kitchener, ON N2G 2K4, Canada	1000-1600	43.4496243	-80.4890696	atm
RBC Royal Bank	652 Erb St W, Waterloo, ON N2T 2Z7, Canada	1000-1600	43.44619670000001	-80.5726803	atm
BMO Bank of Montreal	435 Stone Rd W, Guelph, ON N1G 2X6, Canada	1100-1600	43.51827470000001	-80.2390108	atm
TD Canada Trust Branch and ATM	496 Edinburgh Rd S, Guelph, ON N1G 4Z1, Canada	1000-1800	43.520352	-80.23357279999999	atm
Kindred Credit Union	1265 Strasburg Rd, Kitchener, ON N2R 1S6, Canada	0900-1700	43.4061519	-80.4736003	atm
CIBC Branch with ATM	9 Woodlawn Rd W, Guelph, ON N1H 1G8, Canada	1000-1600	43.5644125	-80.2789535	atm
Kindred Credit Union	53 Bridgeport Rd E, Waterloo, ON N2J 2J9, Canada	1000-1700	43.467728	-80.519207	atm
CIBC ATM	50 Stone Rd E, Guelph, ON N1G 2W1, Canada	Unknown	43.5302577	-80.2261058	atm
CIBC Branch with ATM	374 Stone Rd W, Guelph, ON N1G 4T8, Canada	1000-1600	43.51645999999999	-80.23783	atm
CIBC Branch with ATM	301 St Andrew St W, Fergus, ON N1M 1P1, Canada	1000-1600	43.70363589999999	-80.37982679999999	atm
BMO Bank of Montreal	795 Ottawa St S, Kitchener, ON N2E 0A5, Canada	1000-1600	43.4221223	-80.48908759999999	atm
RBC Royal Bank	2965 Argentia Rd, Mississauga, ON L5N 0A2, Canada	1000-1600	43.59793699999999	-79.7841454	atm
Pioneer Energy	1092 ON-6, Hamilton, ON L8N 2Z7, Canada	Unknown	43.35190430000001	-79.9713214	atm
TD Canada Trust Branch and ATM	200 Franklin Blvd, Cambridge, ON N1R 8N8, Canada	1000-1800	43.3564908	-80.2892648	atm
BMO Bank of Montreal	807 King St E, Cambridge, ON N3H 3P1, Canada	1000-1600	43.39517819999999	-80.3568031	atm
BMO Bank of Montreal	125 Geddes St, Elora, ON N0B 1S0, Canada	1000-1500	43.68386169999999	-80.4306399	atm
TD Canada Trust Branch and ATM	1005 Ottawa St N, Kitchener, ON N2A 1H2, Canada	1000-1800	43.44954859999999	-80.4449721	atm
BMO Bank of Montreal	280 Guelph St #24, Georgetown, ON L7G 4B1, Canada	1100-1600	43.6488841	-79.8976012	atm
Little Short Stop	175 Beverly St, Cambridge, ON N1R 7Y9, Canada	Unknown	43.3662333	-80.3050784	atm
RBC Royal Bank	975 Paisley Rd, Guelph, ON N1K 1X6, Canada	1000-1600	43.524905	-80.2863723	atm
Circle K	366 Victoria St N, Kitchener, ON N2H 5E6, Canada	Unknown	43.4589564	-80.4822746	atm
Pioneer Energy	1105 King St E, Kitchener, ON N2G 2N3, Canada	Unknown	43.4415841	-80.47153229999999	atm
Little Short Stop	209 Pinebush Rd, Cambridge, ON N1R 7H8, Canada	Unknown	43.41102479999999	-80.3093413	atm
Little Short Stop	494 York Rd, Guelph, ON N1E 3J4, Canada	Unknown	43.5523234	-80.22386999999999	atm
Little Short Stop	113 Silvercreek Pkwy N, Guelph, ON N1H 3T3, Canada	0900-2100	43.540876	-80.2789353	atm
RBC Royal Bank	83 Main St S, Georgetown, ON L7G 3E5, Canada	1000-1600	43.6495003	-79.9257404	atm
BMO Bank of Montreal ATM	190 St Andrews St, Cambridge, ON N1S 1N5, Canada	Unknown	43.3501703	-80.3260239	atm
RBC Royal Bank	370 Queen St, Acton, ON L7J 2N3, Canada	1000-1500	43.6378751	-80.0267428	atm
Circle K	115 Christopher Dr, Cambridge, ON N1R 4S1, Canada	Unknown	43.3472063	-80.2984348	atm
Royal Trust Corporation of Canada	1020 Ottawa St N, Kitchener, ON N2B 2L3, Canada	Unknown	43.4506636	-80.4452773	atm
Little Short Stop	350 Hespeler Rd, Cambridge, ON N1R 6J6, Canada	0600-2300	43.3912129	-80.32367339999999	atm
Little Short Stop	250 Dundas St S, Cambridge, ON N1R 8A8, Canada	Unknown	43.3549393	-80.2885989	atm
Little Short Stop	501 Krug St, Kitchener, ON N2B 1L3, Canada	0600-2200	43.4570452	-80.46062710000001	atm
Little Short Stop	95 Saginaw Pkwy, Cambridge, ON N1T 1W2, Canada	Unknown	43.3910898	-80.3009703	atm
Little Short Stop	900 Jamieson Pkwy, Cambridge, ON N3C 4N6, Canada	Unknown	43.4246734	-80.2855609	atm
Little Short Stop	120 Ottawa St N, Kitchener, ON N2H 3K5, Canada	Unknown	43.4440185	-80.46900629999999	atm
Mac's	30 Glamis Rd, Cambridge, ON N1R 7H5, Canada	0700-0000	43.3816247	-80.3059736	atm
Circle K	926 Paisley Rd, Guelph, ON N1K 1X5, Canada	Unknown	43.5258534	-80.2849086	atm
Credit Union Central of Ontario LTD	505 Edinburgh Rd N, Guelph, ON N1H 1B2, Canada	Unknown	43.55980989999999	-80.2841105	atm
Little Short Stop	666 Woolwich St, Guelph, ON N1H 7G5, Canada	0600-2300	43.5587834	-80.2700145	atm
Shell	777 Tower St S, Fergus, ON N1M 2R2, Canada	0500-2330	43.6976648	-80.3704095	atm
CIBC ATM	485 Silvercreek Pkwy N, Guelph, ON N1H 7K5, Canada	Unknown	43.5514035	-80.295519	atm
Little Short Stop	685 Fischer-Hallman Rd, Kitchener, ON N2E 4E9, Canada	0600-2200	43.4155919	-80.5115366	atm
Little Short Stop	7 Norfolk Ave, Cambridge, ON N1R 3T5, Canada	0600-0000	43.376298	-80.3176699	atm
Credit Union Central of Ontario LTD	73 Water St N, Cambridge, ON N1R 7L6, Canada	Unknown	43.36162780000001	-80.31496949999999	atm
Little Short Stop	2399 Kingsway Dr, Kitchener, ON N2C 1A5, Canada	0600-0000	43.4330801	-80.44863649999999	atm
Newer Technologies Ltd	811 Sawmill Rd, Bloomingdale, ON N0B 1K0, Canada	0800-1700	43.50811489999999	-80.462543	atm
